iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,Events,Summary,Url,Event
SGP,Asia,Singapore,1/1/2021,58629,30,17.143,29,0,0,10750.513,5.501,3.143,3 New Cases of Locally Transmitted Covid-19 Infection ,"          As of 1 January 2021, 12pm, the Ministry of Health (MOH) has preliminarily confirmed 3 new cases of locally transmitted COVID-19 infection. Based on our investigations so far, the cases are in the community, and there are no new cases in the dormitories. Of these, 1 is a family member of Case 58817[1], and 1 is a close contact of Cases 58810[2] and 58843[3].2.            In addition, there are 27 imported cases, who had already been placed on Stay-Home Notice upon arrival in Singapore. Amongst them, 5 are Singaporeans or Singapore Permanent Residents, and 14 are foreign domestic workers. 3.            In total, there are 30 new cases of COVID-19 infection in Singapore today.4.            We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight. MINISTRY OF HEALTH1 JANUARY 2021[1]  Case 58817 is a Singaporean who works as a Harbour Pilot. He was reported in MOH’s press release on 31 December 2020.[2]  Case 58810 is a Singapore Permanent Resident who works as a Marine Surveyor. He was reported in MOH’s press release on 30 December 2020. [3]  Case 58843 had been identified as a close contact of Case 58810 on 29 December, and was placed on quarantine on 30 December. She was reported in MOH’s press release on 31 December 2020.",https://www.moh.gov.sg/news-highlights/details/3-new-cases-of-locally-transmitted-covid-19-infection_1Jan,
SGP,Asia,Singapore,2/1/2021,58662,33,20.429,29,0,0,10756.564,6.051,3.746,No New Cases of Locally Transmitted Covid-19 Infection ,"          As of 2 January 2021, 12pm, the Ministry of Health (MOH) has preliminarily confirmed that there are no new cases of locally transmitted COVID-19 infection.2.       There are 33 imported cases, who had already been placed on Stay-Home Notice or isolated upon arrival in Singapore. Amongst them, 6 are Singapore Permanent Residents, and 9 are foreign domestic workers.3.       We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight.MINISTRY OF HEALTH2 JANUARY 2021",https://www.moh.gov.sg/news-highlights/details/no-new-cases-of-locally-transmitted-covid-19-2-jan,
SGP,Asia,Singapore,3/1/2021,58697,35,24.714,29,0,0,10762.982,6.418,4.532,No New Cases of Locally Transmitted Covid-19 Infection,"                  As of 3 January 2021, 12pm, the Ministry of Health (MOH) has preliminarily confirmed that there are no new cases of locally transmitted COVID-19 infection. 2.              There are 35 imported cases, who had already been placed on Stay-Home Notice or isolated upon arrival in Singapore. Amongst them, 6 are Singaporeans or Singapore Permanent Residents, and 7 are foreign domestic workers.3.                We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight.",https://www.moh.gov.sg/news-highlights/details/no-new-cases-of-locally-transmitted-covid-19-infection-3-jan,
SGP,Asia,Singapore,4/1/2021,58721,24,27.429,29,0,0,10767.383,4.401,5.029,No New Cases of Locally Transmitted Covid-19 Infection,"      As of 4 January 2021, 12pm, the Ministry of Health (MOH) has preliminarily confirmed that there are no new cases of locally transmitted COVID-19 infection.2.    There are 24 imported cases, who had already been placed on Stay-Home Notice or isolated upon arrival in Singapore. Amongst them, 1 is a Singaporean, and 15 are foreign domestic workers. 3.      We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight. MINISTRY OF HEALTH4 JANUARY 2021",https://www.moh.gov.sg/news-highlights/details/no-new-cases-of-locally-transmitted-covid-19-infection-4-Jan-2021,
SGP,Asia,Singapore,5/1/2021,58749,28,29.571,29,0,0,10772.517,5.134,5.422,2 New Cases of Locally Transmitted  Covid-19 Infection ,"         As of 5 January 2021, 12pm, the Ministry of Health (MOH) has preliminarily confirmed 2 new cases of locally transmitted COVID-19 infection. Based on our investigations so far, the cases are in the community, and there are no new cases in the dormitories. Of these, 1 is a close contact of Case 58812  and had been placed on quarantine earlier. 2.     In addition, there are 26 imported cases, who had already been placed on Stay-Home Notice or isolated upon arrival in Singapore. Amongst them, 4 are Singaporeans or Singapore Permanent Residents, and 13 are foreign domestic workers. 3.     In total, there are 28 new cases of COVID-19 infection in Singapore today. 4.    We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight. MINISTRY OF HEALTH5 JANUARY 2021",https://www.moh.gov.sg/news-highlights/details/2-new-cases-of-locally-transmitted-covid-19-infection-05-01-2021,
SGP,Asia,Singapore,6/1/2021,58780,31,30.143,29,0,0,10778.202,5.684,5.527,2 New Cases of Locally Transmitted Covid-19 Infection,"1. As of 6 January 2021, 12pm, the Ministry of Health (MOH) has preliminarily confirmed 2 new cases of locally transmitted COVID-19 infection. Based on our investigations so far, the cases are in the community, and there are no new cases in the dormitories.  

2. In addition, there are 29 imported cases, who had already been placed on Stay-Home Notice or isolated upon arrival in Singapore. Amongst them, 3 are Singaporeans or Singapore Permanent Residents, and 12 are foreign domestic workers. 

3. In total, there are 31 new cases of COVID-19 infection in Singapore today. 

4. We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight.  


MINISTRY OF HEALTH
6 JANUARY 2021 ",https://www.moh.gov.sg/news-highlights/details/2-new-cases-of-locally-transmitted-covid-19-infection-6Jan,
SGP,Asia,Singapore,7/1/2021,58813,33,30.571,29,0,0,10784.253,6.051,5.606,2 New Cases of Locally Transmitted Covid-19 Infection,"      As of 7 January 2021, 12pm, the Ministry of Health (MOH) has preliminarily confirmed 2 new cases of locally transmitted COVID-19 infection. Based on our investigations so far, the cases are in the community, and there are no new cases in the dormitories.  2.    In addition, there are 31 imported cases, who had already been placed on Stay-Home Notice or isolated upon arrival in Singapore. Amongst them, 7 are Singaporeans or Singapore Permanent Residents, and 12 are foreign domestic workers. 3.   In total, there are 33 new cases of COVID-19 infection in Singapore today. 4.   We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight. MINISTRY OF HEALTH7 JANUARY 2021",https://www.moh.gov.sg/news-highlights/details/2-new-cases-of-locally-transmitted-covid-19-infection-7Jan2021,
SGP,Asia,Singapore,8/1/2021,58836,23,29.571,29,0,0,10788.47,4.217,5.422,2 New Cases of Locally Transmitted Covid-19 Infection," 1. As of 8 January 2021, 12pm, the Ministry of Health (MOH) has preliminarily confirmed 2 new cases of locally transmitted COVID-19 infection. Based on our investigations so far, the cases are in the community and had been placed on quarantine earlier. There are no new cases in the dormitories. 

2.	In addition, there are 21 imported cases, who had already been placed on Stay-Home Notice upon arrival in Singapore. In total, there are 23 new cases of COVID-19 infection in Singapore today. 

3.	We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight. 


MINISTRY OF HEALTH
8 JANUARY 2021
",https://www.moh.gov.sg/news-highlights/details/2-new-cases-of-locally-transmitted-covid-19-infection-8Jan,
SGP,Asia,Singapore,9/1/2021,58865,29,29,29,0,0,10793.788,5.318,5.318,No New Cases of Locally Transmitted Covid-19 Infection,"1.      As of 9 January 2021, 12pm, Ministry of Health (MOH) has preliminarily confirmed that there are no new cases of locally transmitted COVID-19 infection.2.      There are 29 imported cases, who had already been placed on Stay-Home Notice or isolated upon arrival in Singapore.3.      We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight.",https://www.moh.gov.sg/news-highlights/details/no-new-cases-of-locally-transmitted-covid-19-infection-9jan2021,
SGP,Asia,Singapore,10/1/2021,58907,42,30,29,0,0,10801.489,7.701,5.501,No New Cases of Locally Transmitted Covid-19 Infection,"        As of 10 January 2021, 12pm, the Ministry of Health (MOH) has preliminarily confirmed that there are no new cases of locally transmitted COVID-19 infection. 2.          There are 42 imported cases, who had already been placed on Stay-Home Notice or isolated upon arrival in Singapore. 3.        We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight. MINISTRY OF HEALTH10 JANUARY 2021",https://www.moh.gov.sg/news-highlights/details/no-new-cases-of-locally-transmitted-covid-19-infection-10jan2021,
